"Atleta","nome","posicao","partidas","faltas_cometidas","finalizações_defendidas","finalizações_fora","faltas_sofridas","gols","impedimentos","roubadas","cartoes_amarelos","passes_errados","assistencias","jogos_sem_sofrer_gols","defesas_dificeis","finalizacoes_trave","gols_sofridos","cartos_vermelhos","gols_contra","penaltis_perdidos","defesas_penalti"
51168,"André Paulino",3,38,12,0,0,5,0,0,4,3,11,0,2,0,1,0,0,0,0,0
51175,"Denis",1,38,0,0,0,0,0,0,0,0,5,0,0,8,0,7,0,0,0,0
51193,"Fabinho Alves",5,36,21,4,11,49,0,3,7,0,45,1,0,0,0,0,0,0,0,0
51194,"Rafael Pereira",3,14,10,1,4,2,1,0,7,2,22,0,0,0,0,0,0,0,0,0
51293,"Wanderson",4,38,45,2,8,17,0,0,54,2,37,1,0,0,0,0,0,0,0,0
51299,"Emerson",3,38,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
51318,"Leandro Donizete",4,38,37,1,5,28,0,0,36,8,64,2,0,0,0,0,0,0,0,0
51413,"Walter",1,38,0,0,0,0,0,0,0,0,2,0,1,5,0,3,0,0,0,0
51415,"Roger Carvalho",3,25,25,0,3,20,0,1,16,2,37,0,2,0,1,0,0,0,0,0
51495,"Tiago Alves",3,9,2,0,0,3,0,0,2,0,10,0,1,0,0,0,0,0,0,0
51548,"Giuliano",4,30,11,8,6,12,1,0,9,1,58,2,0,0,0,0,0,0,0,0
51681,"Hélder",4,38,36,11,7,25,2,1,22,2,42,0,0,0,0,0,0,0,0,0
51683,"Bruno Rangel",5,30,12,7,6,26,3,8,4,0,12,0,0,0,1,0,0,0,0,0
51705,"Bruno Rodrigo",3,38,7,2,2,6,0,0,13,1,23,1,3,0,0,0,0,0,0,0
51772,"Éverton Ribeiro",4,38,43,18,17,79,6,1,40,4,162,11,0,0,2,0,0,0,0,0
51779,"Pedro Botelho",2,38,11,0,7,10,1,2,19,2,32,1,4,0,0,0,0,0,0,0
51781,"Ávine",2,38,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
51985,"Anderson Pedra",4,38,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
52190,"Ralf",4,38,28,1,8,58,0,0,51,3,57,0,0,0,2,0,0,1,0,0
52253,"Réver",3,38,8,0,0,7,1,0,2,0,11,0,2,0,1,0,0,0,0,0
52558,"Bruno César",4,38,1,0,1,5,0,0,1,0,9,0,0,0,0,0,2,0,0,0
52618,"Anderson Martins",3,30,19,2,8,8,1,2,17,2,39,0,4,0,1,0,0,0,0,0
52897,"Nivaldo",1,38,0,0,0,0,0,0,0,0,1,0,0,1,0,5,0,0,0,0
52950,"Victor",1,38,1,0,0,5,0,0,0,4,16,0,11,45,0,33,1,0,0,0
53472,"Fahel",4,38,43,1,10,20,3,0,22,9,47,1,0,0,0,0,1,1,0,0
54189,"Tiago Saletti",3,38,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
54250,"Maylson",4,38,6,1,0,4,0,0,1,0,6,0,0,0,0,0,0,0,0,0
54395,"Elias",4,30,42,17,12,25,3,0,49,7,86,2,0,0,0,0,0,0,0,0
54424,"Willians",4,38,67,5,4,70,0,1,90,10,116,0,0,0,0,0,0,0,0,0
55348,"Luis Ricardo",2,38,4,0,1,9,0,1,5,1,15,0,0,0,0,0,0,0,0,0
56102,"João Paulo",4,38,21,0,3,13,0,0,8,3,37,0,0,0,0,0,0,0,0,0
60752,"Cristóvão Borges",6,38,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
60780,"Vinícius Eutrópio",6,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
60784,"Rafael Carioca",4,25,9,0,2,20,0,0,11,1,18,0,0,0,0,0,0,0,0,0
60788,"Marquinhos",5,38,11,16,16,34,6,7,20,3,78,3,0,0,0,0,0,0,0,0
60791,"Derley",4,7,3,0,0,3,0,0,1,0,5,0,0,0,0,0,0,0,0,0
60795,"Renan",1,38,0,0,0,0,0,0,0,0,1,0,1,11,0,4,0,0,0,0
60803,"Souza",4,38,47,1,4,30,3,0,54,6,87,3,0,0,0,0,0,0,0,0
60819,"Dedé",3,38,30,4,11,17,2,0,39,6,75,2,8,0,0,0,0,1,0,0
60822,"Renan Oliveira",4,16,2,1,2,2,0,0,8,0,18,0,0,0,0,0,0,0,0,0
60825,"Felipe Azevedo",5,38,36,10,14,38,3,3,15,3,63,3,0,0,0,0,0,0,0,0
60834,"Luan",5,9,9,2,2,8,0,0,3,1,9,0,0,0,0,0,1,0,0,0
60852,"Uendel",2,38,0,0,1,3,0,1,5,0,11,1,1,0,0,0,0,0,0,0
60858,"Moacir",2,38,1,1,2,4,0,0,4,0,7,0,1,0,0,0,0,0,0,0
60948,"Diones",4,38,19,1,4,13,2,1,21,2,26,1,0,0,0,0,0,0,0,0
60969,"Patric",2,38,50,12,18,33,7,11,39,6,161,2,12,0,2,0,0,0,0,0
61033,"Rodriguinho",4,38,16,4,8,13,2,3,6,2,34,0,0,0,0,0,0,0,0,0
61106,"Cicinho",2,38,60,0,6,63,0,2,84,9,107,2,12,0,1,0,1,1,0,0
61115,"Jobson",5,16,9,8,4,12,0,5,1,1,22,0,0,0,0,0,0,0,1,0
61135,"Ananias",5,38,28,5,4,29,2,2,22,2,23,0,0,0,2,0,0,0,0,0
61149,"Lucca",5,38,46,9,23,65,5,14,16,5,70,5,0,0,1,0,0,0,0,0
61211,"Carlos Cesar",2,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
61985,"Airton",4,38,55,3,3,38,0,1,57,5,60,0,0,0,0,0,2,0,0,0
62003,"Bruno",1,38,0,0,0,0,0,0,0,0,0,0,0,1,0,3,0,0,0,0
62009,"Camilo",4,38,24,9,25,33,4,10,21,2,73,2,0,0,1,0,0,0,0,0
62012,"Ciro",5,38,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
62023,"D'Alessandro",4,38,18,25,30,95,6,2,23,7,130,10,0,0,3,0,0,0,1,0
62047,"Jean",4,38,44,11,18,28,2,1,48,4,86,1,0,0,0,0,0,0,0,0
62070,"Marcelo Cordeiro",2,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
62086,"Pará",2,38,42,4,6,37,0,0,48,7,108,1,18,0,1,0,0,0,0,0
62104,"Robinho",4,38,42,12,12,41,3,2,31,5,120,4,0,0,1,0,1,0,0,0
62119,"Tiago Luis",5,38,17,12,38,17,5,12,11,0,62,4,0,0,0,0,1,0,0,0
62121,"Vanderlei",1,38,1,0,0,9,0,0,1,2,16,0,13,52,0,45,0,0,0,3
62127,"Wallyson",5,38,13,7,14,17,4,4,13,0,76,2,0,0,1,0,0,0,0,0
62128,"Walter",5,38,26,7,13,16,2,6,7,1,59,0,0,0,0,0,0,0,0,0
62129,"Wellington",4,38,51,3,5,16,1,0,31,6,46,0,0,0,1,0,0,0,0,0
62130,"William Matheus",2,12,7,0,1,14,0,0,8,1,24,3,3,0,0,0,0,0,0,0
62136,"Marcelo Oliveira",6,38,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
62137,"Enderson Moreira",6,33,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
62139,"Ricardo Drubscky",6,38,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
62971,"Nirley",3,38,46,1,3,22,0,2,17,5,31,0,8,0,0,0,2,1,0,0
62974,"Werley",3,38,5,1,3,13,0,1,13,1,22,1,5,0,0,0,0,0,0,0
62976,"Everton Silva",2,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
62977,"Paulo Henrique Ganso",4,38,39,8,16,71,5,1,53,9,165,8,0,0,0,0,0,0,0,0
63003,"Uelliton",4,38,26,9,9,48,0,1,28,6,73,1,0,0,2,0,1,0,0,0
63005,"Welinton",3,38,29,3,8,27,0,0,30,4,57,0,8,0,1,0,0,0,0,0
63008,"Rafael Toloi",3,30,18,1,7,12,1,1,33,3,44,0,5,0,0,0,0,0,0,0
63013,"Marcos Rocha",2,38,38,3,2,25,0,6,52,4,115,4,7,0,0,0,0,0,0,0
63014,"Gil",4,38,29,4,7,30,0,0,15,6,33,1,0,0,0,0,0,0,0,0
63018,"Guilherme Andrade",2,38,7,0,0,9,0,0,2,0,8,0,4,0,0,0,0,0,0,0
63031,"Valmir Lucas",3,38,10,1,0,3,0,0,11,2,33,0,3,0,0,0,0,0,0,0
63034,"Douglas",1,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
63058,"Willian Farias",4,38,22,1,0,5,0,0,23,3,13,0,0,0,1,0,0,0,0,0
63082,"Rodolfo",1,38,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
63110,"Alan Ruschel",2,38,9,0,1,11,0,0,8,2,13,1,3,0,0,0,1,0,0,0
63119,"Juninho",2,38,27,4,4,12,1,0,23,8,56,0,6,0,0,0,0,0,0,0
63172,"Paulão",3,38,29,3,5,18,2,2,33,3,58,1,10,0,0,0,1,0,0,0
63194,"Carlinhos",2,38,55,5,2,67,1,4,44,8,97,6,10,0,0,0,0,0,0,0
63208,"Zezinho",4,38,28,3,5,28,1,1,10,2,28,2,0,0,0,0,0,0,0,0
63219,"Luan",5,38,26,13,14,12,5,3,24,7,61,2,0,0,0,0,0,0,0,0
63283,"Esquerdinha",2,36,19,11,16,73,2,0,21,4,76,6,10,0,1,0,0,0,0,0
63326,"Rychely ",5,38,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
67953,"Riveros",4,38,24,3,6,20,2,0,23,4,39,0,0,0,0,0,0,0,0,0
68685,"Alan Patrick",4,38,15,7,16,20,2,1,13,2,33,4,0,0,0,0,0,0,0,0
68689,"Anderson Uchoa",4,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
68690,"André",5,38,21,7,10,25,3,13,5,4,22,0,0,0,0,0,0,0,0,0
68696,"Bergson",5,38,11,3,1,25,0,2,3,1,8,0,0,0,0,0,0,0,0,0
68697,"Bernardo",4,36,3,3,2,7,0,1,3,1,9,1,0,0,0,0,0,0,0,0
68698,"Bruno Silva",4,38,42,4,6,36,3,0,44,3,56,1,0,0,0,0,1,0,0,0
68702,"Bruno Collaço",2,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
68711,"Chiquinho",4,38,20,2,2,25,1,8,16,3,68,3,0,0,0,0,0,0,0,0
68723,"Demerson",3,38,32,1,2,14,1,0,28,6,58,0,7,0,0,0,0,0,0,0
68728,"Douglas",2,17,20,1,6,16,1,0,24,3,31,1,3,0,0,0,0,0,0,0
68738,"Eli Sabiá",3,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
68744,"Emerson",5,28,28,12,9,41,6,9,10,7,69,1,0,0,1,0,1,0,1,0
68746,"Sergio Escudero",3,17,11,2,3,14,0,1,7,4,19,0,3,0,0,0,1,0,0,0
68753,"Fabrício ",3,33,7,0,0,3,0,0,6,2,10,0,1,0,0,0,0,0,0,0
68758,"Fernandinho",5,37,24,6,9,31,1,2,7,0,31,2,0,0,1,0,0,0,0,0
68773,"Henrique",5,38,22,14,12,42,2,19,16,3,30,2,0,0,1,0,0,0,0,0
68805,"Neneca",1,35,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
68807,"Neto Berola",5,9,0,0,0,1,0,1,0,0,1,1,0,0,0,0,0,0,0,0
68808,"Nino Paraíba",2,38,27,2,1,50,0,1,32,5,84,1,2,0,0,0,0,0,0,0
68817,"Paulo Miranda",3,38,26,3,2,11,0,1,15,3,33,0,7,0,0,0,1,0,0,0
68821,"Rafael Galhardo",2,38,8,5,2,11,1,1,7,0,12,2,2,0,1,0,0,0,0,0
68824,"Raphael Augusto",4,30,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
68827,"Renato Chaves",3,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
68830,"Ricardinho",4,38,8,2,2,2,0,1,4,0,19,0,0,0,0,0,0,0,0,0
68833,"Ricardo Goulart",4,38,49,21,26,33,15,14,26,4,68,2,0,0,0,0,0,0,0,0
68834,"Rithely",4,38,75,12,22,41,2,1,66,4,84,2,0,0,0,0,0,2,0,0
68846,"Thiago Humberto",4,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
68872,"Marcelo Lomba",1,38,0,0,0,7,0,0,0,2,6,0,10,45,0,40,0,0,0,0
68873,"Paulo Victor",1,38,0,0,0,9,0,0,0,1,24,0,11,49,0,31,0,0,0,2
68883,"Caio",5,21,26,10,13,55,5,5,15,1,32,1,0,0,2,0,0,0,1,0
68884,"Klever",1,38,0,0,0,0,0,0,0,0,4,0,1,2,0,4,0,0,0,0
68887,"Gum",3,38,19,1,0,7,0,0,18,1,60,0,7,0,0,0,0,0,0,0
68888,"Leandro Euzébio",3,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
68892,"Everton",4,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
68893,"André Lima",5,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
68894,"Bruno Veiga",5,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
68904,"Vítor",2,38,13,1,1,13,0,0,14,1,40,0,5,0,0,0,0,0,0,0
68907,"Wellington",3,38,6,0,2,5,0,0,4,1,9,0,2,0,0,0,0,0,0,0
68908,"Gualberto",3,38,15,0,1,7,0,1,16,3,18,0,5,0,0,0,0,0,0,0
68909,"Souza",4,38,24,7,8,14,1,0,27,2,52,2,0,0,1,0,0,0,0,0
68911,"Diego Souza",4,25,26,7,10,28,4,4,13,3,63,3,0,0,1,0,0,0,0,0
68914,"Deola",1,29,1,0,0,1,0,0,0,0,3,0,1,3,0,11,0,0,0,0
68917,"Vinícius",5,38,18,6,10,33,1,6,10,3,46,3,0,0,1,0,0,0,0,0
68920,"Dudu",5,38,29,13,11,112,3,11,39,7,130,6,0,0,0,0,0,0,0,0
68922,"Fabrício",4,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
68923,"Gil",3,38,26,7,11,11,4,2,38,7,62,0,13,0,0,0,0,0,0,0
68925,"Leonardo Silva",3,38,41,7,15,34,2,0,30,9,41,0,9,0,1,0,0,1,0,0
68928,"Rafael",1,38,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0,0,0
68929,"Thiago Ribeiro",5,38,13,8,21,23,4,7,12,1,69,4,0,0,0,0,0,0,0,0
68930,"Kieza",5,29,34,7,14,46,6,33,9,8,40,0,0,0,1,0,0,0,0,0
68932,"Renan Ribeiro",1,38,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
68938,"Giovanni Augusto",4,38,30,6,7,52,4,1,17,3,91,2,0,0,1,0,0,0,0,0
68945,"Saimon",3,38,8,0,0,9,0,0,4,1,17,0,3,0,0,0,0,0,0,0
68946,"Neuton",3,38,18,3,4,12,0,0,18,4,29,0,2,0,0,0,0,0,0,0
68950,"Ronaldo Alves",3,38,18,0,1,7,1,0,9,2,24,0,3,0,0,0,0,0,0,0
68951,"Josimar",4,25,14,1,4,7,0,0,7,2,19,0,0,0,0,0,1,0,0,0
68953,"Leandro Damião",5,38,24,16,23,34,6,11,8,1,50,1,0,0,0,0,0,0,0,0
68954,"Marquinhos Gabriel",4,12,7,5,5,10,1,0,5,1,17,0,0,0,0,0,0,0,0,0
68958,"Wallace",3,38,32,3,5,31,1,1,46,4,75,1,11,0,0,0,0,0,0,0
68968,"Adailton",5,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
68974,"Marcão",5,38,40,12,9,30,5,9,9,1,26,3,0,0,0,0,0,0,0,0
68979,"Giovanni",1,38,0,0,0,0,0,0,0,0,3,0,2,6,0,5,0,0,0,0
68987,"João Vitor",4,38,96,6,11,61,0,1,57,16,104,1,0,0,2,0,1,0,0,0
68994,"Wesley",4,18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
68995,"Régis Souza",2,14,17,2,1,17,0,1,21,0,56,0,2,0,0,0,0,0,0,0
69006,"Dão",3,38,7,0,1,1,0,0,2,1,4,0,0,0,0,0,0,0,0,0
69008,"Neto",3,38,12,1,2,2,0,0,11,2,20,0,4,0,0,0,0,0,0,0
69012,"Santos",1,38,0,0,0,0,0,0,0,0,1,0,1,3,0,5,0,0,0,0
69014,"Manoel",3,38,14,2,7,9,1,0,23,1,22,0,3,0,1,0,0,0,0,0
69018,"Deivid",4,38,66,4,3,67,0,1,79,6,60,0,0,0,0,0,0,1,0,0
69022,"Marcelo",5,38,44,21,23,116,6,24,27,1,96,4,0,0,2,0,0,0,1,0
69040,"Vladimir",1,38,0,0,0,2,0,0,0,1,0,0,3,5,0,4,0,0,0,0
69041,"Muriel",1,38,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0
69047,"Paulo Roberto",4,38,49,3,6,20,0,1,55,8,73,0,0,0,0,0,0,0,0,0
69048,"Mazola",5,30,8,2,4,14,4,1,4,4,17,0,0,0,3,0,0,0,0,0
69049,"Leandro Amaro",3,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
69051,"Danilo Fernandes",1,38,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
69088,"Victorino",3,38,7,0,1,3,0,0,5,3,16,0,1,0,0,0,0,0,0,0
69090,"Matías Rodríguez",2,30,12,2,1,11,0,0,8,3,26,0,5,0,0,0,0,0,0,0
69138,"Pablo",5,30,39,10,20,10,4,5,7,0,24,1,0,0,1,0,0,0,0,0
69141,"Ricardo Bueno",5,38,17,5,7,26,0,7,2,1,25,1,0,0,0,0,0,0,0,0
69153,"Clemente Rodríguez",2,35,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
69155,"Iberbia",2,38,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
69177,"Léo",2,38,6,0,0,4,0,0,2,3,14,2,1,0,0,0,0,0,0,0
69180,"Busatto",1,18,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
69183,"Lee",1,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
69186,"Branquinho",4,38,8,2,3,27,1,2,1,2,20,0,0,0,0,0,0,0,0,0
69209,"Diego Macedo",2,38,12,5,3,21,0,0,14,0,43,0,4,0,0,0,0,0,0,0
69219,"Otamendi",3,6,6,1,5,6,0,0,12,1,20,0,1,0,0,0,0,0,0,0
69232,"Bolatti",4,38,42,2,6,15,2,0,29,3,38,3,0,0,0,0,1,0,0,0
69240,"Dátolo",4,38,22,12,35,39,5,3,20,3,106,8,0,0,0,0,0,0,0,0
69268,"Víctor Cáceres",4,38,60,2,5,24,0,1,54,9,66,2,0,0,0,0,1,0,0,0
69292,"Eguren",4,38,12,0,2,1,0,0,2,3,15,0,0,0,0,0,0,0,0,0
69304,"Lodeiro",4,38,12,2,9,19,0,1,8,1,39,1,0,0,0,0,0,0,0,0
69308,"Álvaro Pereira",2,38,31,2,6,26,0,0,36,13,96,1,6,0,0,0,1,0,0,0
69325,"Aránguiz",4,38,43,6,4,34,6,5,47,7,73,3,0,0,1,0,0,0,0,0
69329,"Cereceda",2,30,39,2,1,15,0,2,30,3,44,2,7,0,0,0,1,0,0,0
69703,"Diego Maurício",5,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
69782,"Dener Assunção",2,35,9,2,2,12,1,0,12,1,49,0,3,0,0,0,0,0,0,0
70010,"Spessato",2,38,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
70045,"Vinicius Simon",3,38,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
70046,"Victor Ferraz",2,38,12,2,4,8,0,0,14,1,19,0,4,0,0,0,0,0,0,0
70054,"Marcos Paulo",4,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
70055,"Geraldo",5,38,16,4,3,21,0,1,3,1,38,0,0,0,0,0,0,0,0,0
70058,"Tiago Real",4,38,37,4,4,30,0,0,20,7,68,1,0,0,0,0,0,0,0,0
70106,"Mouche",5,30,14,3,5,16,2,3,1,1,24,0,0,0,1,0,0,0,0,0
70111,"Guilherme Mattis",3,14,12,1,2,7,0,0,12,3,20,0,3,0,0,0,0,0,0,0
70116,"Fellipe Bastos",4,30,41,16,19,26,0,1,42,6,69,2,0,0,2,0,0,0,0,0
70132,"Alan Santos",4,38,33,3,4,6,1,0,16,6,25,1,0,0,0,0,0,0,0,0
70133,"Paulo Henrique",2,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
70216,"Gustavo",1,38,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
70218,"Ernesto Farías",5,18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
70221,"Bruno Uvini",3,38,12,1,3,1,2,0,8,1,25,0,2,0,1,0,0,0,0,0
70225,"Luís Aguiar",4,29,6,3,3,4,0,0,3,1,22,0,0,0,0,0,0,0,0,0
70311,"Fran Mérida",4,24,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
70317,"Eron",2,38,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
70360,"Eduardo Sasha",5,38,8,4,5,12,4,3,5,0,20,1,0,0,0,0,0,0,0,0
70581,"Fillipe Soutto",4,38,3,1,1,0,0,0,3,0,5,0,0,0,0,0,0,0,0,0
70759,"Martinuccio",5,38,7,7,4,12,2,3,2,2,18,1,0,0,0,0,0,0,0,0
70874,"Rhayner",5,32,18,7,5,55,0,3,28,5,28,1,0,0,0,0,0,0,0,0
70914,"Raphael Luz",4,38,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
70915,"Luis Felipe",2,25,11,2,4,10,1,0,3,4,32,0,2,0,0,0,0,0,0,0
70916,"Diogo Goiano",2,38,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
70924,"Matheus Carvalho",5,38,0,0,0,1,1,0,0,0,2,0,0,0,0,0,0,0,0,0
70925,"Wescley",4,9,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
70928,"William Henrique",5,38,7,1,5,22,1,6,6,3,26,0,0,0,0,0,0,0,0,0
70929,"Negueba",5,38,7,0,2,22,0,1,5,1,32,0,0,0,0,0,0,0,0,0
70934,"Jackson",3,38,40,7,5,28,4,1,32,8,60,0,15,0,0,0,2,0,0,0
70944,"Bruno Henrique",4,38,37,3,11,25,1,0,31,3,56,0,0,0,2,0,0,0,0,0
70951,"Fabio",1,38,0,0,0,6,0,0,0,1,3,0,6,27,0,22,0,1,0,0
70992,"Juliano",4,38,7,0,0,4,0,0,7,0,11,0,0,0,0,0,0,0,0,0
71032,"Lucas Zen",4,32,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
71037,"Clayton Sales",2,26,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
71038,"Pedro Henrique",3,38,18,2,3,13,0,0,32,3,32,0,10,0,0,0,0,1,0,0
71039,"Leandro",4,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
71041,"Assuério",5,38,16,4,2,9,0,1,2,1,7,1,0,0,0,0,0,0,0,0
71042,"Augusto",4,38,16,3,5,10,1,1,12,1,21,0,0,0,0,0,0,0,0,0
71055,"Pato Rodríguez",4,30,2,1,2,2,0,0,3,0,3,1,0,0,0,0,0,0,0,0
71093,"Baraka",4,38,40,1,1,10,0,0,29,3,35,0,0,0,0,0,0,0,0,0
71100,"Márcio Araújo",6,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
71102,"Omar",1,38,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
71113,"Felipe ",4,38,19,10,7,7,0,1,11,1,32,2,0,0,0,0,0,0,0,0
71117,"Vander",4,29,1,0,0,3,0,0,1,0,0,0,0,0,0,0,0,0,0,0
71122,"Matheus",3,38,3,0,0,2,0,0,4,1,4,0,1,0,0,0,0,0,0,0
71123,"Thiago Mendes",4,38,55,6,14,79,3,2,47,7,134,5,0,0,1,0,2,0,0,0
71146,"Léo Veloso",2,30,12,0,3,13,0,0,18,3,33,0,5,0,0,0,0,0,0,0
71507,"Edson Silva",3,38,21,2,3,6,4,2,28,4,45,1,8,0,0,0,0,0,0,0
71560,"Luis Ramírez",4,38,35,5,4,26,1,2,16,7,46,1,0,0,2,0,1,0,0,0
71571,"Fernando",1,38,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
71572,"Gabriel",3,38,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
71575,"Danilo Tarracha",2,38,9,1,0,4,0,1,5,2,20,1,1,0,0,0,0,0,0,0
71581,"Léo Costa",4,20,8,2,0,0,0,0,3,0,14,0,0,0,0,0,0,0,0,0
71593,"Henrique Mattos",3,28,8,2,0,0,0,1,7,2,9,1,2,0,0,0,0,0,0,0
71602,"João Paulo",2,38,39,1,4,27,0,2,34,3,102,7,8,0,1,0,0,0,0,0
71618,"Anderson Conceição",3,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
71631,"Weverton",1,38,2,0,0,9,0,0,0,4,39,0,11,57,0,37,0,0,0,0
71636,"Guilherme",4,10,9,2,5,6,1,0,4,2,20,0,0,0,0,0,0,0,0,0
71668,"Anderson Carvalho",4,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
71724,"Agenor",1,38,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
71742,"Hiroshi",4,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
71778,"Bady",4,38,18,5,10,35,3,2,24,1,86,3,0,0,0,0,0,0,0,0
71799,"Silvinho",5,38,31,10,21,63,3,9,13,5,54,1,0,0,0,0,0,0,0,0
71892,"Wellington Silva",2,38,24,1,3,26,2,2,34,2,36,2,6,0,0,0,0,0,0,0
71947,"Guilherme",2,18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
71995,"Hugo",5,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
72018,"Tiago Volpi",1,38,1,0,0,9,0,0,0,4,22,0,11,65,0,46,0,0,0,1
72023,"Sueliton",2,38,65,6,9,47,0,0,43,6,137,6,9,0,0,0,0,0,0,0
72039,"Ferron",3,38,20,1,7,11,0,0,8,2,14,0,4,0,0,0,0,0,0,0
72046,"Rômulo",5,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
72071,"Amaral",4,38,22,0,4,13,0,0,14,5,17,1,0,0,0,0,0,0,0,0
72079,"Bruno Cortez",2,38,37,1,1,35,0,0,34,5,76,0,6,0,0,0,0,0,0,0
72084,"França",4,38,27,2,1,31,1,3,17,4,22,2,0,0,0,0,1,0,0,0
72097,"Giovanni",2,38,25,1,6,18,0,3,36,5,60,0,7,0,0,0,0,0,0,0
72099,"Wiliam Barbio",5,35,18,7,9,19,0,8,9,0,44,2,0,0,0,0,0,0,0,0
72133,"Ednei",3,22,2,1,0,0,0,0,6,1,8,0,0,0,0,0,0,0,0,0
72159,"Serginho",4,5,2,1,2,3,0,1,0,0,3,0,0,0,0,0,0,0,0,0
72167,"Mazinho",4,38,5,1,3,6,1,0,2,0,21,1,0,0,0,0,0,0,0,0
72168,"João Paulo",4,38,3,0,0,6,0,0,1,0,8,0,0,0,0,0,0,0,0,0
72281,"Artur",2,9,2,0,0,3,0,0,3,0,6,0,0,0,0,0,0,0,0,0
